cuadro;V1;V2;V3;V4;V5;;;;;;;
2;863110;Servicios de prácticas de diagnóstico en laboratorios;2,50%;3,25%;4,00%;;;;;;;
2;863120;Servicios de prácticas de diagnóstico por imágenes;2,50%;3,25%;4,00%;;;;;;;
2;863190;Servicios de prácticas de diagnóstico n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;863200;Servicios de tratamiento;2,50%;3,25%;4,00%;;;;;;;
2;863300;Servicio médico integrado de consulta, diagnóstico y tratamiento;2,50%;3,25%;4,00%;;;;;;;
2;864000;Servicios de emergencias y traslados;2,50%;3,25%;4,00%;;;;;;;
2;869010;Servicios de rehabilitación física;2,50%;3,25%;4,00%;;;;;;;
2;869090;Servicios relacionados con la salud humana n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;SERVICIOS SOCALES CON ALOJAMIENTO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;870100;Servicios de atención a personas con problemas de salud mental o de adicciones, con alojamiento;2,50%;3,25%;4,00%;;;;;;;
2;870210;Servicios de atención a ancianos con alojamiento;2,50%;3,25%;4,00%;;;;;;;
2;870220;Servicios de atención a personas minusválidas con alojamiento;2,50%;3,25%;4,00%;;;;;;;
2;870910;Servicios de atención a niños y adolescentes carenciados con alojamiento;2,50%;3,25%;4,00%;;;;;;;
2;870920;Servicios de atención a mujeres con alojamiento;2,50%;3,25%;4,00%;;;;;;;
2;870990;Servicios sociales con alojamiento n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;SERVICIOS SOCIALES SIN ALOJAMIENTO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;880000;Servicios sociales sin alojamiento;2,50%;3,25%;4,00%;;;;;;;
2;SERVICIOS ARTISTICOS Y DE ESPECTÁCULOS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;900011;Producción de espectáculos teatrales y musicales;3,00%;3,90%;4,80%;;;;;;;
2;900021;Composición y representación de obras teatrales, musicales y artísticas;3,00%;3,90%;4,80%;;;;;;;
2;900030;Servicios conexos a la producción de espectáculos teatrales y musicales;3,00%;3,90%;4,80%;;;;;;;
2;900040;Servicios de agencias de ventas de entradas;4,00%;5,20%;6,40%;;;;;;;
2;900091;Servicios de espectáculos artísticos n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y SERVOOS CULTURALES N.C.P.;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;910100;Servicios de bibliotecas y archivos;0,00%;0,00%;0,00%;;;;;;;
2;910200;Servicios de museos y preservación de lugares y edificios históricos;0,00%;0,00%;0,00%;;;;;;;
2;910300;Servicios de jardines botánicos, zoológicos y de parques nacionales;0,00%;0,00%;0,00%;;;;;;;
2;910900;Servicios culturales n.c.p.;0,00%;0,00%;0,00%;;;;;;;
2;SERVICIOS RELACIONADOS CON JUEGOS DE AZAR Y APUESTAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;920001;Servicios de recepción de apuestas de quiniela, lotería y similares;7,00%;9,10%;11,20%;;;;;;;
2;920009;Servicios relacionados con juegos de azar y apuestas n.c.p.;7,00%;9,10%;11,20%;;;;;;;
2;SERVICIOS PARA LA PRÁCTICA DEPORTIVA Y DE ENTRETENIMIENTO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;931010;Servicios de organización, dirección y gestión de prácticas deportivas en clubes;3,00%;3,90%;4,80%;;;;;;;
2;931020;Explotación de instalaciones deportivas, excepto clubes;3,00%;3,90%;4,80%;;;;;;;
2;931030;Promoción y producción de espectáculos deportivos;3,00%;3,90%;4,80%;;;;;;;
2;931041;Servicios prestados por deportistas y atletas para la realización de prácticas deportivas;3,00%;3,90%;4,80%;;;;;;;
2;931042;Servicios prestados por profesionales y técnicos para la realización de prácticas deportivas;3,00%;3,90%;4,80%;;;;;;;
2;931050;Servicios de acondicionamiento físico;3,00%;3,90%;4,80%;;;;;;;
2;931090;Servicios para la práctica deportiva n.c.p.;10,00%;13,00%;16,00%;;;;;;;
2;939010;Servicios de parques de diversiones y parques temáticos;4,00%;5,20%;6,40%;;;;;;;
2;939020;Servicios de salones de juegos;4,00%;5,20%;6,40%;;;;;;;
2;939030;Servicios de salones de baile, discotecas y similares;7,00%;9,10%;11,20%;;;;;;;
2;939090;Servicios de entretenimiento n.c.p.;4,00%;5,20%;6,40%;;;;;;;
2;SERVICIOS DE ASOCIACIONES;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;941100;Servicios de organizaciones empresariales y de empleadores;3,00%;3,90%;4,80%;;;;;;;
2;941200;Servicios de organizaciones profesionales;3,00%;3,90%;4,80%;;;;;;;
2;942000;Servicios de sindicatos;3,00%;3,90%;4,80%;;;;;;;
2;949100;Servicios de organizaciones religiosas;0,00%;0,00%;0,00%;;;;;;;
2;949200;Servicios de organizaciones políticas;3,00%;3,90%;4,80%;;;;;;;
2;949910;Servicios de mutuales, excepto mutuales de salud y financieras;3,00%;3,90%;4,80%;;;;;;;
2;949920;Servicios de consorcios de edificios;2,50%;3,25%;4,00%;;;;;;;
2;949930;Servicios de Asociaciones relacionadas con la salud excepto mutuales;2,50%;3,25%;4,00%;;;;;;;
2;949990;Servicios de asociaciones n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;"REPARACIÓN Y MANTENIMIENTO DE EQUIPOS INFORMÁTICOS Y DE COMUNICACIÓN; EFECTOS PERSONALES Y ENSERES DOMÉSTICOS";Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;951100;Reparación y mantenimiento de equipos informáticos;2,50%;3,25%;4,00%;;;;;;;
2;951200;Reparación y mantenimiento de equipos de comunicación;2,50%;3,90%;4,80%;;;;;;;
2;952100;Reparación de artículos eléctricos y electrónicos de uso doméstico;2,50%;3,25%;4,00%;;;;;;;
2;952200;Reparación de calzado y artículos de marroquinería;2,50%;3,25%;4,00%;;;;;;;
2;952300;Reparación de tapizados y muebles;2,50%;3,25%;4,00%;;;;;;;
2;952910;Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías;2,50%;3,25%;4,00%;;;;;;;
2;952920;Reparación de relojes y joyas. Relojerías;2,50%;3,25%;4,00%;;;;;;;
2;952990;Reparación de efectos personales y enseres domésticos n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;SERVICIOS PERSONALES N.C.P.;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;960101;Servicios de limpieza de prendas prestado por tintorerías rápidas;2,50%;3,25%;4,00%;;;;;;;
2;960102;Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco;2,50%;3,25%;4,00%;;;;;;;
2;960201;Servicios de peluquería;3,00%;3,90%;4,50%;;;;;;;
2;960202;Servicios de tratamiento de belleza, excepto los de peluquería;3,00%;3,90%;4,50%;;;;;;;
2;960300;Pompas fúnebres y servicios conexos;3,00%;3,90%;4,50%;;;;;;;
2;960910;Servicios de centros de estética, spa y similares;3,00%;3,90%;4,50%;;;;;;;
2;960990;Servicios personales n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMÉSTICO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;970000;Servicios de hogares privados que contratan servicio doméstico;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;990000;Servicios de organizaciones y órganos extraterritoriales;3,00%;3,90%;4,80%;;;;;;;
3;TAMAÑO/SECTOR;AGROPECUARIOS;SERVICIOS;INDUSTRIA;COMERCIO y MINERÍA;;;;;;;
3;MICRO EMPRESA;150.000;250.000;500.000;1.000.000;;;;;;;
3;PEQUEÑA EMPRESA;1.000.000;1.800.000;3.000.000;6.000.000;;;;;;;
3;MEDIANA EMPRESA;6.000.000;8.000.000;10.000.000;12.000.000;;;;;;;
4;Con ingresos brutos mensuales;Reducción parcial del;;;;;;;;;;
4;Mayores a;Y menores o iguales a;;;;;;;;;;
4;$ 2.000;$ 20.000;30%;;;;;;;;;
4;$ 20.000;$ 50.000;25%;;;;;;;;;
4;$ 50.000;$ 100.000;20%;;;;;;;;;
4;$ 100.000;$ 500.000;15%;;;;;;;;;
4;$ 500.000;$ 1.000.000;10%;;;;;;;;;
5;Con ingresos brutos mensuales;Reducción parcial del;;;;;;;;;;
5;Mayores a;Y menores o iguales a;;;;;;;;;;
5;$ 2.000;$ 4.000;30%;;;;;;;;;
5;$ 4.000;$ 20.000;25%;;;;;;;;;
5;$ 20.000;$ 50.000;20%;;;;;;;;;
5;$ 50.000;$ 100.000;15%;;;;;;;;;
5;$ 100.000;$ 200.000;10%;;;;;;;;;
